LR,DT,RF,Kmeans
"[25.47925997  4.57239276 15.58725029 ...  7.29076993  4.4746868
  8.64813989]","[17.86019324  3.39839744 17.86019324 ...  5.74172303  3.39839744
  5.74172303]","[17.85948708  4.68562594 17.13016331 ...  5.5676751   5.05254177
  5.5676751 ]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.58594735  4.52725235 15.61570588 ...  7.272383    4.4818137
  8.64158052]","[17.88966346  3.39800319 17.88966346 ...  5.74124402  3.39800319
  5.74124402]","[17.72593844  4.60108039 16.94810111 ...  5.48259613  4.72160502
  5.48259613]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.62911895  4.49336615 15.59004119 ...  7.2878525   4.50467852
  8.66639873]","[17.87233333  3.40039809 17.87233333 ...  5.73887658  3.40039809
  5.73887658]","[17.72828919  4.69543517 17.0950739  ...  5.51501272  4.81116836
  5.51501272]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.57253218  4.5261535  15.56883299 ...  7.29688245  4.48420775
  8.63883689]","[17.88566038  3.39371835 17.88566038 ...  5.74437795  3.39371835
  5.74437795]","[17.93684219  4.58270443 17.49446568 ...  5.45634634  4.79055967
  5.45634634]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.56942058  4.49808681 15.57339871 ...  7.32456505  4.486148
  8.63152313]","[17.92234742  3.38979528 17.92234742 ...  5.73604687  3.38979528
  5.73604687]","[17.94550657  4.66603912 17.51792711 ...  5.50973152  4.84668465
  5.50973152]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.51142409  4.59056714 15.55938354 ...  7.28714791  4.50880864
  8.62251636]","[17.88065421  3.39377152 17.88065421 ...  5.72662519  3.39377152
  5.72662519]","[18.61489403  4.53798256 17.45781229 ...  5.44852997  4.62362075
  5.44852997]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.56935644  4.5404886  15.55698651 ...  7.31098771  4.53594983
  8.6623854 ]","[17.86213953  3.40642302 17.86213953 ...  5.72545736  3.40642302
  5.72545736]","[17.48885958  4.69141679 17.07946096 ...  5.43459114  4.86533898
  5.43459114]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.58417523  4.55600739 15.57435918 ...  7.31881726  4.58268261
  8.67049533]","[17.87319444  5.60379452 17.87319444 ...  5.60379452  5.60379452
  5.60379452]","[17.01878746  4.79971148 17.47704528 ...  5.33649991  4.9735352
  5.33649991]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.59401705  4.53868299 15.5786199  ...  7.29016245  4.60337824
  8.6555504 ]","[17.87319444  5.59627717 17.87319444 ...  5.59627717  5.59627717
  5.59627717]","[17.42694156  4.67628645 16.94742933 ...  5.46347765  4.82706689
  5.46347765]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.5781979   4.55392802 15.55117822 ...  7.25239283  4.6088689
  8.64873254]","[17.90488479  5.59417568 17.90488479 ...  5.59417568  5.59417568
  5.59417568]","[17.72391956  4.79376781 17.0464672  ...  5.31993751  4.94449285
  5.31993751]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.60757703  4.52535546 15.50996196 ...  7.3278572   4.60573608
  8.66212714]","[15.02155556  5.59125    15.02155556 ...  5.59125     5.59125
  5.59125   ]","[16.64377502  4.88460319 17.49331511 ...  5.37704112  4.94307057
  5.37704112]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.64304024  4.57473135 15.57101971 ...  7.33248073  4.55315763
  8.66599637]","[15.02155556  5.59271028 15.02155556 ...  5.59271028  5.59271028
  5.59271028]","[16.56209502  4.90023    17.59609981 ...  5.48744802  4.99131919
  5.48744802]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.62325376  4.50723344 15.65871102 ...  7.39981204  4.54817075
  8.66337305]","[15.02489051  5.60137931 15.02489051 ...  5.60137931  5.60137931
  5.60137931]","[16.88888668  4.9401047  17.30157241 ...  5.46438865  5.05745719
  5.46438865]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.65260655  4.54654568 15.68065405 ...  7.41045386  4.5520153
  8.67915487]","[15.02489051  5.60635526 15.02489051 ...  5.60635526  5.60635526
  5.60635526]","[17.36862494  4.81992733 17.52962244 ...  5.25178414  4.93865235
  5.25178414]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.65137881  4.61095589 15.70627844 ...  7.40852773  4.49939656
  8.61688995]","[15.12615942  5.61520942 15.12615942 ...  5.61520942  5.61520942
  5.61520942]","[17.55488132  4.85039484 17.50334026 ...  5.48357629  5.02475815
  5.48357629]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.56397867  4.62382925 15.69297999 ...  7.4063068   4.49341691
  8.62813991]","[15.09647482  5.61220339 15.09647482 ...  5.61220339  5.61220339
  5.61220339]","[17.5243043   4.98833642 16.8812111  ...  5.43950261  5.0174174
  5.43950261]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.58333635  4.54671252 15.65418704 ...  7.39773291  4.47290646
  8.59754258]","[15.09647482  5.61586252 15.09647482 ...  5.61586252  5.61586252
  5.61586252]","[16.89859593  4.99890611 17.26392753 ...  5.52157432  5.20999222
  5.52157432]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.60214756  4.55436669 15.64882091 ...  7.37885289  4.47986576
  8.57780191]","[15.09647482  5.62266753 15.09647482 ...  5.62266753  5.62266753
  5.62266753]","[17.25281561  5.00330416 17.42094584 ...  5.31372428  5.12046913
  5.31372428]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.56682181  4.53551531 15.65227342 ...  7.38465899  4.47772491
  8.58221048]","[15.00177305  5.62485861 15.00177305 ...  5.62485861  5.62485861
  5.62485861]","[17.58270153  5.01261308 17.37070091 ...  5.47279274  5.04193282
  5.47279274]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.55044648  4.52703211 15.65580913 ...  7.39022663  4.47963688
  8.56538311]","[14.98408451  5.62732737 14.98408451 ...  5.62732737  5.62732737
  5.62732737]","[16.9930199   5.17682521 17.06298324 ...  5.51795694  5.2661733
  5.51795694]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.55819264  4.51409608 15.63517761 ...  7.37695971  4.45410189
  8.55836868]","[14.98408451  5.62380711 14.98408451 ...  5.62380711  5.62380711
  5.62380711]","[17.29819227  4.98928768 17.41370594 ...  5.57947657  5.32838522
  5.57947657]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.6846609   4.50560033 15.67178464 ...  7.436096    4.46445771
  8.58767873]","[14.96370629  5.63005063 14.96370629 ...  5.63005063  5.63005063
  5.63005063]","[16.9180419   5.0850219  17.39261579 ...  5.57586102  5.23875848
  5.57586102]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.68672734  4.5306958  15.6551891  ...  7.41764462  4.44365376
  8.55880904]","[14.96370629  5.6268136  14.96370629 ...  5.6268136   5.6268136
  5.6268136 ]","[16.8706322   5.10971462 17.25293064 ...  5.56325473  5.3186572
  5.56325473]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.70998647  4.53068492 15.66783282 ...  7.41033269  4.44152936
  8.53977942]","[14.88583333  5.61231539 14.88583333 ...  5.61231539  5.61231539
  5.61231539]","[16.4735458   4.93427485 17.20871247 ...  5.47874081  5.0553707
  5.47874081]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   19.03  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.84849083  4.4625783  15.67792654 ...  7.39405024  4.43411803
  8.53551221]","[14.88583333  5.60465839 14.88583333 ...  5.60465839  5.60465839
  5.60465839]","[16.27939632  4.85745984 17.68514149 ...  5.55032368  5.15590616
  5.55032368]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   49.00  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.84754384  4.47965598 15.68761522 ...  7.39361197  4.42848319
  8.53742629]","[14.88583333  5.60786865 14.88583333 ...  5.60786865  5.60786865
  5.60786865]","[17.07646147  5.12460581 17.31884298 ...  5.61954945  5.30475115
  5.61954945]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   49.00  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.91679336  4.49374698 15.70182894 ...  7.44396649  4.39537431
  8.48763646]","[14.88583333  5.60314815 14.88583333 ...  5.60314815  5.60314815
  5.60314815]","[17.36513047  5.12963773 17.11860481 ...  5.3446473   5.15824927
  5.3446473 ]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2920   15.00  16.50
2921   49.00  45.77
2922    6.93   5.89
2923    4.50   3.25
2924    4.50   5.85

[2925 rows x 2 columns]"
"[25.74057484  4.51241565 15.66379207 ...  7.43758225  4.38868517
  8.54009169]","[14.83282759  5.60376079 14.83282759 ...  5.60376079  5.60376079
  5.60376079]","[17.10397167  4.78337717 16.68118868 ...  5.41771172  4.84306751
  5.41771172]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2924   15.00  16.50
2925   49.00  45.77
2926    6.93   5.89
2927    4.50   3.25
2928    4.50   5.85

[2929 rows x 2 columns]"
"[25.75535136  4.51836783 15.66397768 ...  7.43256205  4.39870292
  8.54675418]","[14.83282759  5.60798526 14.83282759 ...  5.60798526  5.60798526
  5.60798526]","[16.4563433   5.12025005 17.54524587 ...  5.6442221   5.33039299
  5.6442221 ]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2924   15.00  16.50
2925   49.00  45.77
2926    6.93   5.89
2927    4.50   3.25
2928    4.50   5.85

[2929 rows x 2 columns]"
"[25.75590652  4.52845746 15.65810949 ...  7.44427645  4.39706641
  8.55349636]","[14.88020548  5.61855746 14.88020548 ...  5.61855746  5.61855746
  5.61855746]","[17.29719547  5.13094385 17.22532127 ...  5.46110817  5.2544772
  5.46110817]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2924   15.00  16.50
2925   49.00  45.77
2926    6.93   5.89
2927    4.50   3.25
2928    4.50   5.85

[2929 rows x 2 columns]"
"[25.8833027   4.49636789 15.65017839 ...  7.44714098  4.39237313
  8.54722746]","[14.88020548  5.6196337  14.88020548 ...  5.6196337   5.6196337
  5.6196337 ]","[16.99624163  4.9988844  17.01693019 ...  5.43604968  5.02716003
  5.43604968]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2924   15.00  16.50
2925   49.00  45.77
2926    6.93   5.89
2927    4.50   3.25
2928    4.50   5.85

[2929 rows x 2 columns]"
"[25.91557062  4.5387249  15.66650838 ...  7.44517672  4.3996712
  8.53150171]","[14.88020548  5.6203034  14.88020548 ...  5.6203034   5.6203034
  5.6203034 ]","[16.17194336  5.00450921 17.08054415 ...  5.58689587  5.21636398
  5.58689587]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2924   15.00  16.50
2925   49.00  45.77
2926    6.93   5.89
2927    4.50   3.25
2928    4.50   5.85

[2929 rows x 2 columns]"
"[25.97710466  4.53182745 15.64776802 ...  7.39189231  4.43571484
  8.54358292]","[14.88020548  5.61648126 14.88020548 ...  5.61648126  5.61648126
  5.61648126]","[15.67961058  5.01445094 16.57709333 ...  5.53213794  5.13862009
  5.53213794]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2924   15.00  16.50
2925   49.00  45.77
2926    6.93   5.89
2927    4.50   3.25
2928    4.50   5.85

[2929 rows x 2 columns]"
"[25.93375534  4.50042117 15.67240191 ...  7.3969422   4.50655681
  8.60702568]","[14.88020548  5.61754831 14.88020548 ...  5.61754831  5.61754831
  5.61754831]","[17.0643792   5.25097395 17.27005219 ...  5.59361254  5.40677035
  5.59361254]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2926   15.00  16.50
2927   49.00  45.77
2928    6.93   5.89
2929    4.50   3.25
2930    4.50   5.85

[2931 rows x 2 columns]"
"[25.94384706  4.46027559 15.6704722  ...  7.38210261  4.50333899
  8.57212424]","[14.88020548  5.6178726  14.88020548 ...  5.6178726   5.6178726
  5.6178726 ]","[17.00335168  5.157016   17.32860235 ...  5.52844919  5.33996118
  5.52844919]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2926   15.00  16.50
2927   49.00  45.77
2928    6.93   5.89
2929    4.50   3.25
2930    4.50   5.85

[2931 rows x 2 columns]"
"[25.94826752  4.45118833 15.67341167 ...  7.38830674  4.49024284
  8.56382549]","[14.88020548  5.61108852 14.88020548 ...  5.61108852  5.61108852
  5.61108852]","[17.43836381  5.14268895 17.38063691 ...  5.68270555  5.41329102
  5.68270555]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2926   15.00  16.50
2927   49.00  45.77
2928    6.93   5.89
2929    4.50   3.25
2930    4.50   5.85

[2931 rows x 2 columns]"
"[25.96622223  4.45024848 15.67776489 ...  7.38867933  4.4809913
  8.56604451]","[14.88020548  5.60793103 14.88020548 ...  5.60793103  5.60793103
  5.60793103]","[17.02354396  5.18386614 17.31561733 ...  5.62451143  5.39384996
  5.62451143]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2926   15.00  16.50
2927   49.00  45.77
2928    6.93   5.89
2929    4.50   3.25
2930    4.50   5.85

[2931 rows x 2 columns]"
"[25.97160488  4.43213522 15.65529364 ...  7.38750488  4.50339359
  8.57985967]","[14.88020548  5.61300592 14.88020548 ...  5.61300592  5.61300592
  5.61300592]","[17.22958736  5.23567718 17.56802031 ...  5.50833339  5.29571849
  5.50833339]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2926   15.00  16.50
2927   49.00  45.77
2928    6.93   5.89
2929    4.50   3.25
2930    4.50   5.85

[2931 rows x 2 columns]"
"[25.97272885  4.45846331 15.75726163 ...  7.41328871  4.47468531
  8.55496752]","[14.88020548  5.62764429 14.88020548 ...  5.62764429  5.62764429
  5.62764429]","[16.96174039  5.2541685  17.31865263 ...  5.56277128  5.34768709
  5.56277128]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2926   15.00  16.50
2927   49.00  45.77
2928    6.93   5.89
2929    4.50   3.25
2930    4.50   5.85

[2931 rows x 2 columns]"
"[25.91513944  4.45689392 15.7327373  ...  7.42051136  4.47097611
  8.57308078]","[14.87251701  5.6326143  14.87251701 ...  5.6326143   5.6326143
  5.6326143 ]","[16.77506988  5.2549116  17.13684698 ...  5.58132474  5.46769433
  5.58132474]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2928   15.00  16.50
2929   49.00  45.77
2930    6.93   5.89
2931    4.50   3.25
2932    4.50   5.85

[2933 rows x 2 columns]"
"[25.93120873  4.47502351 15.72114229 ...  7.44130176  4.4595046
  8.59060055]","[14.79837838  5.63209112 14.79837838 ...  5.63209112  5.63209112
  5.63209112]","[17.34172392  5.16375699 16.80039317 ...  5.54609668  5.25267863
  5.54609668]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2928   15.00  16.50
2929   49.00  45.77
2930    6.93   5.89
2931    4.50   3.25
2932    4.50   5.85

[2933 rows x 2 columns]"
"[25.94056845  4.47711581 15.70894173 ...  7.44740197  4.46928325
  8.6036267 ]","[14.78798658  5.63135356 14.78798658 ...  5.63135356  5.63135356
  5.63135356]","[16.21562477  5.26502954 17.52804854 ...  5.56167652  5.38723705
  5.56167652]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2928   15.00  16.50
2929   49.00  45.77
2930    6.93   5.89
2931    4.50   3.25
2932    4.50   5.85

[2933 rows x 2 columns]"
"[25.99622744  4.48335981 15.6840483  ...  7.43868405  4.46870738
  8.61224067]","[14.78798658  5.63135356 14.78798658 ...  5.63135356  5.63135356
  5.63135356]","[16.73453437  5.4822997  17.10680511 ...  5.64583153  5.5466597
  5.64583153]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2928   15.00  16.50
2929   49.00  45.77
2930    6.93   5.89
2931    4.50   3.25
2932    4.50   5.85

[2933 rows x 2 columns]"
"[26.05329499  4.49261662 15.69858721 ...  7.46225408  4.46622089
  8.61728308]","[14.78798658  5.63339141 14.78798658 ...  5.63339141  5.63339141
  5.63339141]","[16.71953428  5.37672421 17.4012734  ...  5.57334888  5.46605989
  5.57334888]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2928   15.00  16.50
2929   49.00  45.77
2930    6.93   5.89
2931    4.50   3.25
2932    4.50   5.85

[2933 rows x 2 columns]"
"[26.06868788  4.45893741 15.71089239 ...  7.48615921  4.41918336
  8.65736455]","[14.78798658  5.63384259 14.78798658 ...  5.63384259  5.63384259
  5.63384259]","[17.16429347  5.33418563 17.16250253 ...  5.63961808  5.39367818
  5.63961808]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2928   15.00  16.50
2929   49.00  45.77
2930    6.93   5.89
2931    4.50   3.25
2932    4.50   5.85

[2933 rows x 2 columns]"
"[26.06641448  4.47990906 15.72066969 ...  7.50431252  4.40173984
  8.64891559]","[14.78798658  5.6336092  14.78798658 ...  5.6336092   5.6336092
  5.6336092 ]","[16.51462433  5.14820153 16.6020795  ...  5.56034413  5.24136358
  5.56034413]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2928   15.00  16.50
2929   49.00  45.77
2930    6.93   5.89
2931    4.50   3.25
2932    4.50   5.85

[2933 rows x 2 columns]"
"[25.95355588  4.47636056 15.74649465 ...  7.44760287  4.42302895
  8.6383599 ]","[15.05101351  3.87876725 15.05101351 ...  3.87876725  3.87876725
  3.87876725]","[16.73157307  5.32125514 17.1615999  ...  5.47599401  5.32125514
  5.47599401]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2928   15.00  16.50
2929   49.00  45.77
2930    6.93   5.89
2931    4.50   3.25
2932    4.50   5.85

[2933 rows x 2 columns]"
"[25.96507286  4.42989047 15.74420635 ...  7.43193917  4.43906979
  8.64390785]","[14.79506579  5.64537671 14.79506579 ...  5.64537671  5.64537671
  5.64537671]","[16.75674828  5.27929019 17.89114532 ...  5.60044442  5.33879194
  5.60044442]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2928   15.00  16.50
2929   49.00  45.77
2930    6.93   5.89
2931    4.50   3.25
2932    4.50   5.85

[2933 rows x 2 columns]"
"[26.56569958  4.30014706 15.82965714 ...  7.41770494  4.47598177
  8.63395166]","[14.99927152  3.88109174 14.99927152 ...  3.88109174  3.88109174
  3.88109174]","[16.6381862   5.19787614 17.10872902 ...  5.60217036  5.25828525
  5.60217036]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2928   15.00  16.50
2929   49.00  45.77
2930    6.93   5.89
2931    4.50   3.25
2932    4.50   5.85

[2933 rows x 2 columns]"
"[26.60122958  4.30037388 15.82869595 ...  7.42105895  4.47001705
  8.62466362]","[14.99927152  3.88225777 14.99927152 ...  3.88225777  3.88225777
  3.88225777]","[16.63136377  5.32036644 16.49316143 ...  5.59725101  5.35149392
  5.59725101]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.63241965  4.31250215 15.81216794 ...  7.43129748  4.45026642
  8.60533518]","[14.99927152  3.88587432 14.99927152 ...  3.88587432  3.88587432
  3.88587432]","[17.20436777  5.37173716 16.97358705 ...  5.58218882  5.49563576
  5.58218882]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
